#size	#ev_no	#step	#val			#error			#time(ms)
16	0	1	1.000998168714147	0.000001477487716	0.117000
32	0	1	1.000998168714147	0.000002181353606	0.182000
64	0	1	1.000998168714147	0.000002876289169	0.701000
128	0	9	1.000994602375917	0.000000000000030	62.051000
256	0	8	1.000993915227684	0.000000000000052	333.032000
512	0	8	1.000993229996404	0.000000000000109	1999.947000
1024	0	7	1.000992546191996	0.000000000000220	12342.812000
2048	0	7	1.000991863569338	0.000000000000474	96624.464000
